track_id_1,track_id_2,sim_degree
2856,3,0.161422
2856,3,0.150664
2856,3,0.145079
2856,3,0.14192
2856,3,0.13832
2856,3397,0.133655
2856,3,0.132264
2856,3,0.13
2856,3,0.128191
2856,3,0.117146
2856,3,0.114785
2856,3,0.113992
2856,3,0.111313
2856,4018,0.109103
2856,3,0.108712
2856,3,0.108259
2856,3,0.108216
2856,1042,0.106019
2856,3,0.104909
2856,3,0.10388
2856,3,0.103499
2856,3,0.103193
2856,3,0.102943
2856,3,0.101039
2856,3,0.100628
2859,5073,0.301335
2859,3573,0.280783
2859,1102,0.268458
2859,3460,0.215237
2859,2777,0.198298
2859,2590,0.182617
2859,899,0.181606
2859,3593,0.16831
2859,3,0.163744
2859,4419,0.160132
2859,2887,0.143003
2859,6551,0.134424
2859,1216,0.13165
2859,2984,0.131254
2859,415,0.126809
2860,3,0.619191
2860,3,0.476035
2860,3,0.454371
2860,3,0.386628
2860,3,0.367166
2860,3,0.342972
2860,3,0.342932
2860,3,0.335059
2862,5214,0.89097
2862,3,0.152168
2862,2005,0.0796107
2862,2955,0.0578939
2863,3765,1.0
2863,3,0.986598
2863,2681,0.872384
2863,2022,0.749264
2863,1603,0.737001
2863,1478,0.68813
2863,1968,0.614588
2863,652,0.541601
2863,3427,0.485167
2863,3147,0.453839
2863,839,0.446648
2863,3986,0.440127
2863,2158,0.424341
2863,3,0.408724
2863,772,0.402751
2863,3388,0.40177
2863,1940,0.392993
2863,3572,0.392526
2863,4084,0.382394
2863,3824,0.356871
2863,3,0.337708
2863,4015,0.336878
2863,580,0.323755
2863,2450,0.316619
2863,1759,0.313596
2863,4048,0.301169
2863,3840,0.299621
2863,7180,0.296352
2863,3,0.291625
2863,1899,0.284562
2863,3,0.283655
2863,9121,0.270755
2864,635,0.138703
2864,3800,0.113699
2864,4198,0.100643
2864,2875,0.0953558
2864,3847,0.0910961
2864,1471,0.0863604
2864,3713,0.0854123
2864,3,0.0852245
2864,772,0.0783417
2864,3,0.0776028
2864,3,0.0724022
2864,4276,0.0695345
2864,3010,0.0665093
2864,3,0.0652793
2864,4527,0.0630261
2864,3,0.0595621
2864,3427,0.0565269
2864,2390,0.0545707
2865,3817,1.0
2865,2218,0.996596
2865,842,0.578256
2865,1441,0.563317
2865,3177,0.470859
2865,2879,0.409982
2865,3842,0.312681
2865,1767,0.303122
2865,1139,0.285846
2865,960,0.252092
2865,834,0.243222
2865,704,0.21843
2865,451,0.213556
2865,1785,0.212203
2865,3080,0.210909
2865,2303,0.200912
2865,3051,0.200041
2865,669,0.199377
2865,3477,0.191515
2865,1592,0.191129
2865,479,0.18207
2865,4474,0.180495
2865,1436,0.176269
2865,2961,0.17282
2865,3153,0.172599
2865,3749,0.1705
2865,3864,0.165421
2865,4372,0.162685
2865,4563,0.157959
2865,852,0.154629
2865,3040,0.152175
2865,695,0.14933
2866,3484,0.173395
2866,4539,0.170727
2866,2694,0.170283
2866,3814,0.169243
2866,4505,0.167724
2866,3367,0.166699
2866,2268,0.165187
2866,2852,0.159932
2866,3301,0.148252
2866,1755,0.14563
2866,4271,0.137566
2866,3458,0.134709
2866,3633,0.124403
2866,2985,0.123539
2866,3791,0.122584
2866,4226,0.121781
2866,4440,0.115721
2866,3965,0.115615
2866,2626,0.115119
2867,1340,0.0834543
2867,945,0.0818608
2867,2425,0.0801302
2867,468,0.0800168
2867,3177,0.0688422
2867,3,0.0686414
2867,834,0.055761
2867,1926,0.0548753
2867,479,0.0520223
2867,852,0.0490367
2867,842,0.046244
2867,3,0.0448754
2867,3,0.0411008
2867,3,0.0392756
2867,3,0.0383687
2867,669,0.0381924
2867,3,0.0279528
2867,662,0.0260579
2867,3,0.00347917
2867,8588,0.00330648
2867,8575,0.00329115
2867,69,0.00288673
2867,13,0.00286186
2867,175,0.00267034
2867,1704,0.00255571
2867,1189,0.00252679
2867,4070,0.00246281
2867,521,0.00240604
2867,3926,0.00239176
2867,7861,0.00237261
2867,7854,0.00234078
2867,273,0.0022876
2870,3,0.119457
2870,6462,0.118624
2870,6468,0.0923422
2870,3,0.0694562
2870,3,0.0681906
2870,3,0.0624862
2870,3,0.0553099
2870,3,0.0547844
2870,8012,0.0503008
2870,3,0.0433471
2870,3,0.0419502
2871,1684,0.922156
2871,1139,0.579316
2871,4068,0.577964
2871,1375,0.534867
2871,960,0.505023
2871,3773,0.453269
2871,1046,0.414111
2871,1087,0.411022
2871,612,0.394526
2871,1573,0.390075
2871,1260,0.38042
2871,1484,0.379189
2871,3567,0.372687
2871,852,0.351356
2871,2516,0.31863
2871,2427,0.292381
2871,3,0.284269
2871,842,0.276027
2871,1130,0.266936
2871,913,0.259847
2871,1404,0.257272
2871,1054,0.255333
2871,3,0.249264
2871,3,0.246762
2871,981,0.236556
2871,880,0.236096
2871,592,0.232696
2871,1129,0.22478
2871,1002,0.216764
2871,3,0.216572
2871,1152,0.213508
2871,2923,0.210653
2872,2966,0.681778
2872,4519,0.67262
2872,4363,0.665766
2872,2834,0.611341
2872,3051,0.601229
2872,3921,0.596392
2872,2843,0.581955
2872,2254,0.581384
2872,3962,0.557531
2872,3,0.554371
2872,3295,0.554078
2872,4331,0.551828
2872,2658,0.546023
2872,3832,0.537656
2872,3,0.511499
2872,1487,0.503299
2872,2806,0.499923
2872,3199,0.49925
2872,2020,0.490568
2872,1841,0.488228
2872,929,0.48719
2872,4037,0.486552
2872,4239,0.486332
2872,4240,0.484915
2872,3,0.484585
2872,1857,0.478089
2872,3208,0.473278
2872,2648,0.471332
2872,2702,0.470039
2872,4427,0.468743
2872,1014,0.460929
2872,982,0.460187
2872,4101,0.457892
2872,2006,0.451782
2872,777,0.451314
2872,4082,0.447281
2875,3,0.110876
2875,3986,0.103567
2875,5077,0.0972411
2875,3427,0.095723
2875,3,0.09493
2875,2743,0.0934993
2875,3468,0.0930473
2875,7395,0.0882322
2875,3,0.088183
2875,5073,0.0879505
2875,635,0.0874717
2875,2847,0.0823527
2875,3,0.0778888
2875,3,0.076414
2877,2924,0.174779
2877,3,0.156383
2877,3,0.0631846
2877,3,0.0574813
2877,3,0.0539378
2877,3,0.045733
2877,3,0.0423252
2877,3,0.0310302
2877,3,0.0300775
2877,3,0.0256965
2877,3,0.00632444
2877,3,0.00616345
2877,3306,0.0056201
2877,3,0.00296289
2877,2338,0.00223555
2877,3,0.00214434
2877,3,0.00210688
2877,3,0.00196853
2877,3058,0.00194065
2877,3,0.00193097
2879,2987,1.0
2879,3138,0.985003
2879,2218,0.245578
2879,2865,0.244449
2879,1239,0.204737
2879,479,0.137046
2879,468,0.13656
2879,147,0.133219
2879,774,0.130915
2879,3,0.130874
2879,3,0.130373
2879,740,0.127359
2879,3477,0.126524
2879,3,0.124443
2879,1441,0.122792
2879,493,0.120897
2879,876,0.115805
2879,3,0.113953
2879,2085,0.113021
2879,981,0.111476
2879,3441,0.107329
2879,256,0.0942514
2879,190,0.091433
2879,3,0.0875767
2879,3,0.0872342
2879,960,0.0864873
2879,694,0.085464
2880,3,0.85132
2880,3,0.775729
2880,3,0.50337
2880,3,0.279436
2880,3,0.248402
2881,3,0.791008
2881,3,0.661826
2881,3,0.580327
2881,3,0.577425
2881,3,0.547382
2881,3,0.52881
2881,3,0.520157
2881,3,0.519281
2881,3,0.518894
2881,3,0.517228
2881,3,0.515477
2881,3,0.514789
2881,3,0.50964
2881,3,0.508928
2881,3,0.505366
2881,3,0.495611
2881,3,0.493255
2881,3,0.489948
2881,3,0.487266
2881,3,0.48454
2881,3,0.483998
2881,3,0.480181
2881,3,0.477536
2881,3,0.476842
2881,3,0.476576
2881,3,0.470073
2881,3,0.466381
2881,3,0.463982
2881,3,0.457179
2881,3,0.457179
2881,3,0.455557
2881,3,0.453221
2883,1042,1.0
2883,3205,0.954884
2883,3,0.720762
2883,3,0.652095
2883,3,0.639637
2883,2579,0.619906
2883,3,0.606019
2883,3,0.598043
2883,3,0.596789
2883,3,0.579322
2883,3,0.558922
2883,3,0.54886
2883,3,0.51434
2883,3,0.509082
2883,3,0.504446
2883,4055,0.493521
2883,3,0.490731
2883,3,0.489298
2883,3,0.484255
2883,3,0.472161
2883,3534,0.46483
2883,3825,0.463264
2883,3411,0.458277
2883,3,0.433558
2883,3,0.431439
2883,3,0.42349
2883,3,0.423242
2883,3,0.419838
2883,3,0.40991
2884,2011,0.146643
2884,3292,0.13481
2884,3,0.100895
2884,277,0.0908933
2884,7938,0.0796944
2884,3,0.079507
2884,3,0.0774196
2884,1971,0.0617456
2884,6170,0.0572097
2884,1240,0.0516288
2884,3,0.0465666
2884,707,0.0402443
2884,2456,0.00630083
2884,635,0.00417533
2884,3414,0.00397546
2884,2573,0.00384188
2884,3,0.00363653
2884,3,0.00360156
2884,2644,0.00329816
2884,242,0.00329601
2884,1541,0.00316447
2884,102,0.00302027
2885,2731,0.831489
2885,3,0.0871608
2885,3,0.0665655
2885,2924,0.0632928
2885,1963,0.00934119
2885,3,0.00856904
2885,2583,0.00657869
2885,2489,0.0063697
2885,2010,0.00407666
2885,851,0.00367951
2885,649,0.00296539
2885,3,0.0027918
2885,4142,0.0027545
2885,1870,0.00240519
2885,514,0.00220291
2885,3,0.00196242
2885,3169,0.0019072
2885,975,0.0018869
2885,2612,0.0018089
2885,3,0.00179404
2885,1964,0.00173768
2885,1010,0.00137112
2885,3,0.00136343
2885,3,0.00133688
2885,3,0.00131496
2885,3,0.00128805
2886,2724,0.283113
2886,4198,0.273179
2886,3589,0.250443
2886,3,0.245464
2886,2743,0.245116
2886,1471,0.241368
2886,3601,0.238386
2886,3,0.208725
2886,3427,0.206096
2886,9077,0.205706
2886,3,0.1994
2886,4086,0.193088
2886,8479,0.18869
2886,652,0.181281
2886,4433,0.179844
2886,4527,0.176461
2886,772,0.174985
2886,3,0.168878
2886,3118,0.160588
2887,2984,0.261037
2887,3460,0.216354
2887,2803,0.207332
2887,3429,0.169931
2887,4070,0.168671
2887,2674,0.168516
2887,3573,0.163639
2887,1159,0.159122
2887,3966,0.157246
2887,2777,0.156239
2887,3659,0.146036
2887,882,0.137816
2887,899,0.135441
2887,8778,0.131052
2887,1788,0.130535
2887,2859,0.12229
2887,3357,0.114954
2887,3593,0.114448
2887,4728,0.105028
2888,3,0.314275
2888,3,0.310547
2888,3,0.303135
2888,3130,0.28927
2888,1020,0.287746
2888,3,0.279455
2888,3,0.2388
2888,3,0.20807
2888,3,0.200784
2890,3,0.261422
2890,3,0.134674
2890,3,0.125864
2890,3,0.0625438
2890,3,0.0406744
2890,3,0.0314927
2890,3019,0.00336226
2890,3,0.00255207
2890,3,0.00192042
2890,3,0.00168262
2890,2821,0.00144851
2891,3975,0.110133
2891,3153,0.0923215
2891,3808,0.0831201
2891,2483,0.081002
2891,3,0.076563
2891,3,0.0710514
2891,1570,0.0696953
2891,3,0.0662411
2891,3,0.0622487
2891,2994,0.0603368
2891,3,0.0462333
2891,2928,0.0451751
2891,3593,0.0427837
2891,479,0.0406042
2891,3,0.0354597
2891,3674,0.0335296
2891,3,0.0332664
2891,3,0.0312337
2892,5158,1.0
2892,5161,0.921931
2892,4829,0.217015
2892,3268,0.203471
2892,3,0.196725
2892,4438,0.196583
2892,8290,0.186357
2892,3968,0.180667
2892,3527,0.178451
2892,4332,0.178073
2892,4308,0.176365
2892,6010,0.176087
2892,5554,0.171863
2892,7208,0.171707
2892,3148,0.171196
2892,4642,0.170156
2892,6671,0.169613
2892,4592,0.167887
2892,4651,0.164096
2892,3418,0.162312
2892,3506,0.161766
2892,4713,0.152553
2892,4115,0.147814
2892,3376,0.146756
2892,3,0.143059
2892,5456,0.1393
2892,4647,0.13218
2893,2806,0.292743
2893,2916,0.292614
2893,3557,0.283412
2893,2966,0.281096
2893,3669,0.280698
2893,2020,0.24193
2893,3,0.241038
2893,2271,0.234871
2893,1298,0.224302
2893,1114,0.217502
2893,2923,0.211964
2893,2006,0.209926
2893,2702,0.20597
2893,2104,0.200875
2893,1950,0.200717
2893,1857,0.192308
2893,1619,0.191878
2893,1594,0.190472
2893,1117,0.188489
2893,1659,0.180245
2893,3,0.177787
2893,3261,0.176884
2893,3116,0.17553
2893,1085,0.175041
2893,4392,0.174052
2893,3,0.173888
2893,2901,0.172504
2893,2900,0.171244
2893,3,0.170191
2893,600,0.167406
2893,3,0.166466
2893,2763,0.165077
2893,2928,0.159066
2894,3659,0.141415
2894,3573,0.124227
2894,3071,0.122706
2894,2410,0.117487
2894,1159,0.114724
2894,4523,0.114505
2894,4010,0.112709
2894,2723,0.101673
2894,3460,0.100363
2894,1788,0.0974783
2894,2777,0.0957756
2894,1240,0.0955893
2894,2674,0.0927251
2894,815,0.0751699
2894,3,0.0745262
2894,2430,0.0723772
2898,1963,1.0
2898,2456,0.724839
2898,2924,0.602039
2898,3,0.493968
2898,3,0.420491
2898,3292,0.372257
2898,3,0.371358
2898,2912,0.239725
2898,3,0.218554
2898,3,0.198313
2898,3,0.195868
2898,3,0.184101
2898,3,0.170438
2898,3,0.15291
2898,3,0.150303
2898,3,0.14989
2898,3,0.149556
2898,3483,0.137949
2899,3,0.592068
2899,3,0.586756
2899,3,0.543582
2899,3,0.491246
2899,3,0.447765
2899,3,0.424081
2899,3,0.417364
2899,3,0.405816
2899,3,0.402336
2899,3,0.38531
2899,3,0.336383
2899,3,0.316725
2899,3,0.311838
2899,3,0.304493
2899,3,0.285238
2899,3,0.274948
2899,3,0.245216
2899,3,0.243452
2899,3,0.230125
2899,3,0.229797
2899,3,0.227401
2899,3,0.218376
2899,3,0.218004
2899,3,0.200337
2899,3,0.198455
2899,3,0.196545
2899,3,0.194699
2899,3,0.194502
2899,3,0.193777
2900,3516,1.0
2900,3274,0.97889
2900,3208,0.602127
2900,3037,0.593888
2900,2394,0.544243
2900,4092,0.542861
2900,4572,0.517371
2900,1122,0.502065
2900,3586,0.501165
2900,3,0.500911
2900,3070,0.486563
2900,4203,0.477164
2900,2648,0.471078
2900,2107,0.468277
2900,2923,0.448629
2900,3180,0.441643
2900,2966,0.436934
2900,2383,0.430436
2900,2233,0.426185
2900,2658,0.422358
2900,4108,0.421848
2900,1950,0.420947
2900,3,0.420597
2900,2371,0.419552
2900,2901,0.409942
2900,1689,0.406097
2900,875,0.401935
2900,1298,0.401387
2900,2532,0.398806
2900,1117,0.396778
2900,2020,0.395222
2900,3116,0.392612
2900,4466,0.391819
2900,4113,0.38399
2900,2006,0.381402
2901,3116,1.0
2901,4089,0.922595
2901,1659,0.726607
2901,3846,0.6691
2901,3488,0.659959
2901,1619,0.646393
2901,3466,0.636363
2901,2648,0.631638
2901,3163,0.58762
2901,2966,0.577746
2901,1085,0.562243
2901,2271,0.56151
2901,1950,0.558491
2901,2658,0.557163
2901,2945,0.553039
2901,2572,0.542157
2901,1348,0.534152
2901,4092,0.526709
2901,3,0.522699
2901,3162,0.510409
2901,3070,0.500784
2901,2766,0.490335
2901,1857,0.484497
2901,2763,0.479416
2901,2006,0.475241
2901,2923,0.475225
2901,3921,0.46845
2901,1298,0.458409
2901,3393,0.456384
2901,3908,0.452265
2901,3208,0.449193
2901,1592,0.446384
2901,4551,0.436636
2901,3305,0.427754
2901,3864,0.4266
2901,929,0.424061
2904,4466,1.0
2904,3164,0.988397
2904,1857,0.596633
2904,2945,0.568391
2904,1950,0.562886
2904,3864,0.560122
2904,1901,0.534841
2904,3295,0.529196
2904,3921,0.527812
2904,3116,0.522584
2904,3159,0.52133
2904,3981,0.505467
2904,2182,0.505122
2904,3437,0.498875
2904,3,0.498044
2904,2371,0.49017
2904,3929,0.483331
2904,1689,0.476161
2904,2412,0.475146
2904,1014,0.465443
2904,1117,0.460394
2904,2572,0.459771
2904,1348,0.457832
2904,3051,0.456432
2904,3305,0.454111
2904,2648,0.450088
2904,3199,0.445121
2904,1085,0.436546
2904,2020,0.435987
2904,2966,0.430471
2904,2254,0.427786
2904,3832,0.421577
2904,2104,0.421182
2904,4511,0.414774
2904,2383,0.413337
2904,1957,0.41306
2904,3462,0.404189
2904,1261,0.403912
2904,1701,0.398811
2904,1349,0.39817
2904,1021,0.395706
2904,929,0.393853
2905,2681,1.0
2905,4336,0.791646
2905,3,0.404752
2905,2863,0.316546
2905,2569,0.309316
2905,3765,0.292335
2905,3075,0.273043
2905,1000,0.232308
2905,2847,0.229029
2905,3388,0.190829
2905,839,0.175346
2905,843,0.140337
2905,4116,0.138709
2905,3315,0.136405
2905,4084,0.136161
2905,2960,0.135775
2905,4198,0.135498
2905,3061,0.134846
2905,898,0.130272
2905,3,0.126979
2905,3,0.126601
2905,3,0.123849
2905,3,0.119916
2905,1395,0.118707
2905,3,0.118204
2905,3,0.115989
2905,3,0.115529
2905,3020,0.114348
2905,3,0.114139
2905,3147,0.114118
2906,3,0.273141
2906,2924,0.17329
2906,3,0.150327
2906,3,0.0687218
2906,3,0.0646458
2906,3,0.0621532
2906,3,0.0474553
2906,3,0.0441388
2906,3,0.0412295
2906,3,0.0402501
2906,3,0.039053
2906,3,0.0385777
2906,3,0.0270969
2906,3,0.0248014
2906,3,0.0236507
2906,3,0.0221674
2906,3,0.0221181
2906,3,0.00402376
2906,3,0.00383089
2907,4471,0.657347
2907,875,0.645974
2907,880,0.594312
2907,1950,0.575345
2907,3208,0.551326
2907,3,0.551112
2907,2966,0.548862
2907,2020,0.548836
2907,2923,0.542822
2907,4331,0.536934
2907,1207,0.529083
2907,600,0.525583
2907,1130,0.514637
2907,2454,0.514467
2907,2271,0.505024
2907,4363,0.492983
2907,2552,0.486955
2907,2006,0.486541
2907,3669,0.474361
2907,3,0.474298
2907,3114,0.465485
2907,3,0.46282
2907,1688,0.460877
2907,724,0.45158
2907,1298,0.445134
2907,1278,0.440271
2907,2648,0.440163
2907,1085,0.438073
2907,3,0.437067
2907,3846,0.427599
2907,3396,0.424803
2908,3,1.0
2908,3,0.324411
2908,3,0.15053
2908,3,0.12812
2908,3,0.11806
2908,3,0.0992317
2908,3,0.0969387
2908,3,0.089948
2908,3,0.0862968
2908,3,0.0804163
2908,3,0.0723282
2908,3,0.0511758
2908,3,0.0510078
2908,3,0.0497704
2908,3,0.049131
2908,3,0.0423681
2908,3,0.0405398
2908,3,0.0403691
2908,3,0.0401899
2908,3,0.036695
2908,3,0.0318987
2908,3,0.0298926
2908,3,0.0283
2910,2723,0.261986
2910,4010,0.232482
2910,2410,0.222192
2910,863,0.205597
2910,2984,0.154992
2910,2430,0.151731
2910,3444,0.125433
2910,3141,0.123595
2910,3,0.092677
2910,3,0.0825761
2910,5268,0.0651238
2910,3,0.0551407
2910,5298,0.0518293
2911,4539,0.192769
2911,3541,0.1877
2911,3615,0.166186
2911,3403,0.165877
2911,2268,0.157342
2911,3814,0.151227
2911,3,0.1427
2911,3484,0.14133
2911,3965,0.135025
2911,3899,0.131126
2911,2506,0.129607
2911,3087,0.124147
2911,2985,0.118858
2911,4432,0.117427
2911,3,0.116451
2911,4546,0.111919
2911,3289,0.108214
2912,2924,1.0
2912,3,0.569157
2912,3,0.534356
2912,3,0.197211
2912,3,0.18234
2912,3,0.164624
2912,1963,0.106987
2912,2898,0.092447
2912,3,0.0619634
2912,3,0.0488459
2912,3,0.010484
2912,3,0.00843813
2912,3058,0.0077946
2912,3,0.00749405
2912,3,0.00600266
2912,3639,0.00495838
2912,3638,0.00490354
2912,3,0.00488593
2912,3,0.00427642
2912,3,0.00425317
2912,3,0.00407399
2912,3,0.00394868
2912,3,0.00363391
2912,3,0.00351345
2914,3555,0.258296
2914,2373,0.253127
2914,1941,0.232942
2914,4275,0.208697
2914,1125,0.208368
2914,387,0.192536
2914,6417,0.178796
2914,2469,0.174779
2914,3012,0.17433
2914,4380,0.169187
2914,9107,0.166685
2914,1020,0.163172
2914,3968,0.154236
2914,3,0.153721
2914,3791,0.147326
2914,3,0.147141
2914,3333,0.146165
2914,3098,0.143536
2914,3591,0.139591
2914,4735,0.137161
2914,4252,0.13341
2914,2259,0.131395
2914,1753,0.128741
2914,3109,0.125939
2914,3472,0.124648
2914,273,0.113475
2914,3541,0.111426
2914,3,0.111344
2915,5168,1.0
2915,5171,0.992859
2915,4589,0.195183
2915,4140,0.191433
2915,4735,0.182994
2915,4252,0.173872
2915,798,0.171485
2915,4875,0.166608
2915,3968,0.157889
2915,387,0.156114
2915,4587,0.154244
2915,4642,0.153548
2915,4308,0.151102
2915,7793,0.146473
2915,3,0.145757
2915,3,0.145561
2915,4633,0.136469
2915,268,0.129366
2915,1752,0.127622
2915,5465,0.125199
2915,406,0.124124
2915,2462,0.115951
2915,5656,0.110618
2916,3557,1.0
2916,2966,0.417392
2916,3070,0.384815
2916,1659,0.371778
2916,1619,0.362773
2916,2901,0.359658
2916,2104,0.330066
2916,2271,0.326283
2916,2648,0.325776
2916,3116,0.32495
2916,3305,0.318277
2916,3,0.311803
2916,2582,0.308614
2916,1950,0.290914
2916,3669,0.286893
2916,2254,0.284739
2916,2945,0.283588
2916,3488,0.280268
2916,2020,0.279855
2916,3864,0.279332
2916,2702,0.273615
2916,2006,0.271277
2916,2923,0.268921
2916,1085,0.26645
2916,2806,0.2655
2916,4092,0.264793
2916,2763,0.264434
2916,2517,0.257619
2916,1298,0.257155
2916,1857,0.255734
2916,1878,0.255243
2916,799,0.253361
2916,2926,0.250891
2916,1594,0.2506
2916,2572,0.250286
2916,3393,0.250148
2920,2955,1.0
2920,3615,0.26634
2920,4223,0.23523
2920,2261,0.22996
2920,3541,0.228904
2920,3,0.223402
2920,3678,0.216857
2920,2268,0.214403
2920,4120,0.203688
2920,3484,0.191213
2920,4539,0.190907
2920,3200,0.187659
2920,4456,0.174445
2920,3,0.171586
2920,3,0.166043
2921,2454,0.312585
2921,3477,0.288792
2921,3157,0.267818
2921,2060,0.258709
2921,2437,0.219983
2921,4339,0.20348
2921,3991,0.196914
2921,3975,0.195971
2921,1232,0.183338
2921,1710,0.174125
2921,4079,0.170228
2921,3153,0.165642
2921,4372,0.156651
2921,1278,0.156516
2921,2928,0.155476
2921,2653,0.154485
2921,1001,0.150696
2921,4412,0.14634
2923,3,1.0
2923,2966,0.882002
2923,1950,0.854502
2923,4092,0.836419
2923,2006,0.82687
2923,3846,0.820125
2923,1857,0.79669
2923,3295,0.796186
2923,1298,0.771563
2923,3864,0.747394
2923,2020,0.733101
2923,3437,0.72162
2923,1130,0.697453
2923,2182,0.689017
2923,3070,0.687682
2923,2648,0.687187
2923,2271,0.672879
2923,880,0.672159
2923,2945,0.667142
2923,2658,0.6621
2923,1117,0.652661
2923,2104,0.645416
2923,2371,0.637083
2923,4239,0.635497
2923,4037,0.622986
2923,1085,0.614821
2923,2107,0.598146
2923,1348,0.589244
2923,1619,0.586196
2923,1878,0.570729
2923,4363,0.564758
2923,1841,0.562548
2923,929,0.559741
2923,3,0.549208
2923,875,0.534878
2924,2912,1.0
2924,3,0.612359
2924,3,0.603582
2924,3,0.248323
2924,3,0.204746
2924,2898,0.19116
2924,1963,0.162232
2924,3,0.135794
2924,3,0.00890416
2924,3,0.00738951
2924,3,0.00573983
2924,3,0.005366
2924,3,0.00484209
2924,3,0.00419912
2924,3,0.00394909
2924,3,0.00384268
2924,1598,0.00375843
2924,3467,0.00373521
2924,3638,0.00366851
2925,3800,0.153257
2925,635,0.14786
2925,3713,0.102254
2925,3,0.096728
2925,2960,0.0948766
2925,2390,0.0900261
2925,3010,0.0881717
2925,3,0.0832493
2925,3,0.0749964
2925,3,0.0613179
2925,1969,0.0604983
2925,3,0.0568499
2925,3,0.0564432
2925,2886,0.0550021
2925,3,0.046323
2925,4527,0.0424526
2925,3,0.0394587
2925,1627,0.00659494
2925,277,0.00571428
2925,436,0.00521329
2926,2604,1.0
2926,2805,0.934
2926,4092,0.410375
2926,2992,0.3909
2926,4572,0.38838
2926,1594,0.385086
2926,1689,0.381272
2926,1962,0.36491
2926,2966,0.359611
2926,3070,0.354689
2926,2104,0.348852
2926,3,0.345464
2926,2702,0.334337
2926,3437,0.330847
2926,3274,0.329343
2926,2006,0.326058
2926,2806,0.324458
2926,4331,0.32395
2926,2652,0.321254
2926,1950,0.316174
2926,1390,0.310921
2926,4113,0.308977
2926,2020,0.307604
2926,3,0.307239
2926,2923,0.298449
2926,4203,0.296142
2926,4082,0.293985
2926,2658,0.291276
2926,1688,0.291129
2926,1085,0.290827
2926,1641,0.288999
2927,3414,0.914715
2927,3201,0.148212
2927,1401,0.126945
2927,3,0.126834
2927,3347,0.123943
2927,3593,0.121893
2927,3,0.113751
2927,3457,0.109271
2927,252,0.10809
2927,3,0.107705
2927,1471,0.103732
2927,882,0.0918491
2927,3487,0.0893011
2927,1024,0.0830627
2927,3,0.0715976
2927,3628,0.0676429
2927,707,0.0673859
2927,2474,0.0648296
2927,3,0.0608743
2927,3,0.0592215
2927,3,0.0575271
2928,3162,0.762608
2928,3488,0.317373
2928,2480,0.239732
2928,2486,0.235302
2928,1592,0.234185
2928,3116,0.22479
2928,2271,0.223381
2928,2806,0.216419
2928,1950,0.195775
2928,3846,0.194364
2928,2572,0.19184
2928,2648,0.189979
2928,2763,0.177231
2928,3339,0.175677
2928,1085,0.174036
2928,2233,0.171855
2928,1298,0.166613
2928,2658,0.159639
2928,4092,0.157932
2928,2483,0.156751
2928,1619,0.155958
2928,3,0.155592
2928,2907,0.153376
2928,2966,0.152613
2928,3295,0.150204
2928,3975,0.148463
2928,3208,0.147718
2928,724,0.145762
2928,2921,0.144822
2928,2454,0.141324
2928,1857,0.137794
2928,2500,0.134023
2928,3157,0.13382
2930,2198,0.186841
2930,2435,0.186015
2930,3964,0.182371
2930,3615,0.168204
2930,3367,0.16643
2930,4271,0.165172
2930,3541,0.164502
2930,4539,0.163749
2930,3484,0.152949
2930,2985,0.148743
2930,2694,0.139449
2930,2852,0.13373
2930,3965,0.126338
2930,4436,0.124213
2930,4380,0.122252
2930,4223,0.117615
2930,3814,0.114418
2930,3,0.108272
2930,3458,0.103464
2930,4505,0.10231
2933,3881,1.0
2933,3,0.220998
2933,635,0.204555
2933,3593,0.191489
2933,3,0.184404
2933,4198,0.157268
2933,3,0.150618
2933,3800,0.149876
2933,772,0.146731
2933,3713,0.117968
2933,2960,0.114515
2933,3335,0.110932
2933,1471,0.110096
2933,4527,0.110044
2933,3487,0.0969428
2933,3427,0.0921932
2933,3,0.0885888
2933,4276,0.0870145
2933,3,0.0858134
2933,2743,0.0834831
2933,2886,0.07604
2933,3,0.0729927
2933,2650,0.0726123
2933,2390,0.0709558
2933,3,0.0707311
2933,3754,0.0686535
2936,3496,0.966911
2936,3177,0.115233
2936,468,0.103856
2936,1086,0.0947206
2936,834,0.089735
2936,1340,0.0735679
2936,2865,0.0663071
2936,2425,0.0646027
2936,3,0.05821
2936,300,0.0563104
2936,479,0.0555346
2936,3,0.05407
2936,3,0.0526369
2936,758,0.0523487
2936,852,0.0473679
2936,1262,0.0460066
2936,3,0.0385412
2936,3,0.0288293
2936,13,0.00344461
2936,8479,0.00336529
2936,8969,0.00336452
2936,8575,0.00327095
2936,10,0.00324998
2936,814,0.0029365
2936,903,0.00293526
2936,95,0.00291149
2936,3966,0.00282689
2936,649,0.00274615
2936,3,0.00250957
2936,9125,0.00246866
2936,4349,0.00245764
2937,3020,0.267741
2937,3,0.216188
2937,3,0.118743
2937,3,0.0944312
2937,3,0.0926282
2937,3,0.0693249
2937,3,0.0680053
2937,3,0.065938
2937,3,0.0625317
2937,3,0.0529357
2937,3,0.0474319
2937,3,0.0388694
2937,4499,0.00963192
2938,913,0.200936
2938,1046,0.124584
2938,3,0.123094
2938,300,0.11882
2938,981,0.118405
2938,774,0.115997
2938,639,0.115553
2938,147,0.112699
2938,493,0.0970627
2938,585,0.0929554
2938,960,0.090161
2938,3,0.0874013
2938,377,0.0873601
2938,2163,0.0859874
2938,1995,0.0846769
2938,403,0.0843859
